Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1970","1970","ha","119800","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1971","1971","ha","125900","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1972","1972","ha","127259","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1973","1973","ha","120132","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1974","1974","ha","123437","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1975","1975","ha","126037","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1976","1976","ha","150102","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1977","1977","ha","160047","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1978","1978","ha","188938","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1979","1979","ha","264753","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1980","1980","ha","433221","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1981","1981","ha","591216","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1982","1982","ha","534068","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1983","1983","ha","519385","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1984","1984","ha","526097","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1985","1985","ha","676125","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1986","1986","ha","540310","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1987","1987","ha","584766","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1988","1988","ha","597422","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1989","1989","ha","560096","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1990","1990","ha","592000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1991","1991","ha","598955","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1992","1992","ha","574650","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1993","1993","ha","636947","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1994","1994","ha","615000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1995","1995","ha","639000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1996","1996","ha","701000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1997","1997","ha","707802","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1998","1998","ha","804523","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","1999","1999","ha","882224","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2000","2000","ha","832447","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2001","2001","ha","773000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2002","2002","ha","742000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2003","2003","ha","706475","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2004","2004","ha","641875","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2005","2005","ha","558413","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2006","2006","ha","479000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2007","2007","ha","399000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2008","2008","ha","388000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2009","2009","ha","394612","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2010","2010","ha","376256","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2011","2011","ha","373708","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2012","2012","ha","358181","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2013","2013","ha","416416","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2014","2014","ha","429770","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2015","2015","ha","436814","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2016","2016","ha","444805","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2017","2017","ha","415339","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2018","2018","ha","351213","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2019","2019","ha","330348","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5312","Area harvested","15","Wheat","2020","2020","ha","332254","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1961","1961","tonnes","32512","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1962","1962","tonnes","39624","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1963","1963","tonnes","44704","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1964","1964","tonnes","34544","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1965","1965","tonnes","34544","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1966","1966","tonnes","35600","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1967","1967","tonnes","53900","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1968","1968","tonnes","58900","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1969","1969","tonnes","93500","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1970","1970","tonnes","104700","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1971","1971","tonnes","111800","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1972","1972","tonnes","115012","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1973","1973","tonnes","90963","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1974","1974","tonnes","110929","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1975","1975","tonnes","116714","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1976","1976","tonnes","218174","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1977","1977","tonnes","259456","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1978","1978","tonnes","347997","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1979","1979","tonnes","494031","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1980","1980","tonnes","822706","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1981","1981","tonnes","1092513","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1982","1982","tonnes","967389","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1983","1983","tonnes","1095370","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1984","1984","tonnes","1211132","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1985","1985","tonnes","1463630","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1986","1986","tonnes","1041825","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1987","1987","tonnes","1090990","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1988","1988","tonnes","1048015","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1989","1989","tonnes","1021950","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1990","1990","tonnes","890000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1991","1991","tonnes","1004290","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1992","1992","tonnes","1065050","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1993","1993","tonnes","1175630","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1994","1994","tonnes","1131000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1995","1995","tonnes","1244990","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1996","1996","tonnes","1369130","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1997","1997","tonnes","1454100","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1998","1998","tonnes","1802815","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","1999","1999","tonnes","1908000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2000","2000","tonnes","1840000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2001","2001","tonnes","1673000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2002","2002","tonnes","1606000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2003","2003","tonnes","1506710","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2004","2004","tonnes","1253380","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2005","2005","tonnes","975985","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2006","2006","tonnes","735000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2007","2007","tonnes","737000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2008","2008","tonnes","844000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2009","2009","tonnes","849046","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2010","2010","tonnes","901490","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2011","2011","tonnes","972085","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2012","2012","tonnes","995356","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2013","2013","tonnes","1255000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2014","2014","tonnes","1303000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2015","2015","tonnes","1348000","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2016","2016","tonnes","1348186","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2017","2017","tonnes","1311473","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2018","2018","tonnes","1099373","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2019","2019","tonnes","1016811","","Official data"
"QCL","Crops and livestock products","16","Bangladesh","5510","Production","15","Wheat","2020","2020","tonnes","1029000","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1991","1991","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1992","1992","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1993","1993","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1994","1994","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1995","1995","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1996","1996","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1997","1997","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1998","1998","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","1999","1999","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2000","2000","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2001","2001","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2002","2002","ha","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2003","2003","ha","10","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2004","2004","ha","22","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2005","2005","ha","36","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2006","2006","ha","52","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2007","2007","ha","60","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2008","2008","ha","25","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2009","2009","ha","33","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2010","2010","ha","33","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2011","2011","ha","37","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2012","2012","ha","23","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2013","2013","ha","22","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2014","2014","ha","23","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2015","2015","ha","39","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2016","2016","ha","46","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2017","2017","ha","46","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2018","2018","ha","42","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2019","2019","ha","53","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","486","Bananas","2020","2020","ha","46","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1961","1961","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1962","1962","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1963","1963","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1964","1964","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1965","1965","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1966","1966","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1967","1967","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1968","1968","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1969","1969","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1970","1970","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1971","1971","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1972","1972","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1973","1973","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1974","1974","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1975","1975","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1976","1976","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1977","1977","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1978","1978","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1979","1979","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1980","1980","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1981","1981","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1982","1982","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1983","1983","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1984","1984","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1985","1985","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1986","1986","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1987","1987","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1988","1988","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1989","1989","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1990","1990","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1997","1997","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1998","1998","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","1999","1999","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2000","2000","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2001","2001","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2002","2002","tonnes","","M","Data not available"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2003","2003","tonnes","685","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2004","2004","tonnes","1435","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2005","2005","tonnes","2376","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2006","2006","tonnes","3413","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2007","2007","tonnes","3974","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2008","2008","tonnes","1648","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2009","2009","tonnes","2183","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2010","2010","tonnes","2208","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2011","2011","tonnes","2439","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2012","2012","tonnes","1547","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2013","2013","tonnes","1479","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2014","2014","tonnes","1510","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2015","2015","tonnes","2636","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2016","2016","tonnes","3076","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2017","2017","tonnes","3113","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2018","2018","tonnes","2762","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2019","2019","tonnes","3754","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5510","Production","486","Bananas","2020","2020","tonnes","3150","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1961","1961","ha","34300","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1962","1962","ha","35400","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1963","1963","ha","36400","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1964","1964","ha","37500","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1965","1965","ha","38600","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1966","1966","ha","39600","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1967","1967","ha","40700","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1968","1968","ha","42500","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1969","1969","ha","43600","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1970","1970","ha","44600","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1971","1971","ha","45700","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1972","1972","ha","46800","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1973","1973","ha","47900","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1974","1974","ha","48900","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1975","1975","ha","50000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1976","1976","ha","51100","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1977","1977","ha","52100","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1978","1978","ha","53200","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1979","1979","ha","54300","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1980","1980","ha","55400","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1981","1981","ha","56800","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1982","1982","ha","56817","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1983","1983","ha","59300","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1984","1984","ha","58474","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1985","1985","ha","56000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1986","1986","ha","54000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1987","1987","ha","52400","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1988","1988","ha","41890","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1989","1989","ha","41890","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1990","1990","ha","42000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1991","1991","ha","41000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1992","1992","ha","40000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1993","1993","ha","45000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1994","1994","ha","46976","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1995","1995","ha","49898","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1996","1996","ha","50000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1997","1997","ha","50000","*","Unofficial figure"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1998","1998","ha","50000","*","Unofficial figure"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","1999","1999","ha","45000","*","Unofficial figure"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","2000","2000","ha","31000","","Official data"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","2001","2001","ha","38000","F","FAO estimate"
"QCL","Crops and livestock products","18","Bhutan","5312","Area harvested","56","Maize","2002","2002","ha","26118","","Official data"
